Time,Day,Day,Day,Day,Day,Day,Night,Night,Night,Night,Night,Night,Average UCYN-A Day,Average Whole Culture Day,Average UCYN-A Night,Average Whole Culture Night,logFC_Day,logFC_Night,Pvalue_Day,Pvalue_Night,Significant_Day,Significant_Night,Sequence source
BDA39883.1,496150.2188,1443569.125,1518892.75,14862.94727,9905.511719,NaN,511256.6563,589235.0625,530999.9375,7530.554199,NaN,NaN,426.4856567,12384.22949,543830.5521,7530.554199,6.946671663,7.998174077,2.55144E-06,5.48432E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA39884.1,426.4856567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2713.353999,NaN,NaN,NaN,10.4826733,0,0.159588429,1,Not significant,Not significant,UCYN-A genome
BDA39887.1,1438.397583,250.5042572,6451.160156,NaN,NaN,NaN,5487.666992,1815.986328,2511.69751,NaN,NaN,NaN,2589.625855,NaN,3271.78361,NaN,14.1757093,14.75800823,0.001019761,1.50667E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39888.1,2358.56543,1027.038696,4383.273438,12.62337303,17.00753593,NaN,12802.36035,4748.681641,5787.38623,454.8941345,NaN,NaN,27677.24675,14.81545448,7779.476074,454.8941345,7.854469084,5.856922767,0.018062082,0.059245094,UCYN-A,Not significant,UCYN-A genome
BDA39889.1,5427.988281,32133.26758,45470.48438,NaN,NaN,NaN,3802.394775,3151.492188,5231.557617,NaN,NaN,NaN,14328.13672,NaN,4061.81486,NaN,17.53242237,15.16838464,1.10672E-07,5.1254E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39892.1,11893.25586,12327.30469,18763.84961,11611.54199,8393.097656,6664.5,3704.970947,2833.166992,4245.998047,6203.307129,4738.886719,10808.28613,1,8889.713215,3594.711995,7250.159993,0.527725037,-0.764856205,0.731208283,0.64777895,Not significant,Not significant,UCYN-A genome
BDA39893.1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1674.109273,NaN,NaN,NaN,2.09175249,0,0.443398011,1,Not significant,Not significant,UCYN-A genome
BDA39895.1,2761.787109,1478.217407,782.3233032,NaN,NaN,NaN,5536.244141,4916.67334,4547.665527,NaN,NaN,NaN,1446.437744,NaN,5000.194336,NaN,13.82305031,15.41434347,0.001592672,4.14569E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39896.1,1446.437744,NaN,NaN,NaN,NaN,NaN,2415.300537,1779.047729,1694.555908,NaN,NaN,NaN,2456.717529,NaN,1962.968058,NaN,12.24395795,14.05400272,0.104279175,3.95724E-05,Not significant,UCYN-A,UCYN-A genome
BDA39897.1,2456.717529,NaN,NaN,NaN,5618.291992,NaN,NaN,NaN,NaN,11044.76563,NaN,NaN,3122.54891,5618.291992,NaN,11044.76563,-1.003962397,-14.74957318,0.829704441,0.010764953,Not significant,Whole culture,UCYN-A genome
BDA39902.1,2290.721924,2733.981934,4342.942871,NaN,NaN,NaN,1375.640259,1593.355225,2351.871582,NaN,NaN,NaN,1709439.542,NaN,1773.622355,NaN,14.50326249,13.98460135,0.000268775,4.56554E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39903.1,746501.375,2196717.75,2185099.5,451265.7188,394949.7813,666361.8125,827486.3125,911269.0625,881337.875,426955.1563,606743.5,588293.875,68169.82813,504192.4375,873364.4167,540664.1771,1.494782337,0.941769625,0.247822041,0.468875216,Not significant,Not significant,UCYN-A genome
BDA39905.1,71383.58594,71467.375,61658.52344,12.33786201,NaN,NaN,173448.9531,160104.0469,150331.6563,36553.48047,38120.80469,27646.35352,9588.806642,12.33786201,161294.8854,34106.87956,13.99718064,2.481559068,9.39346E-07,0.06938345,UCYN-A,Not significant,UCYN-A genome
BDA39906.1,18556.16602,5911.853027,4298.400879,NaN,NaN,NaN,11983.19141,13922.7002,12421.39844,2178.764648,1953.313965,2451.092773,119.1879731,NaN,12775.76335,2194.390462,16.38381348,2.780741557,1.63637E-06,0.110212843,UCYN-A,Not significant,UCYN-A genome
BDA39911.1,112.0680237,126.3079224,NaN,NaN,NaN,NaN,587.5352783,NaN,892.3890381,NaN,NaN,NaN,4272.058105,NaN,739.9621582,NaN,9.427009958,12.17734251,0.066333376,0.005256957,Not significant,UCYN-A,UCYN-A genome
BDA39914.1,2398.522705,3767.432861,6650.21875,NaN,NaN,NaN,3706.488037,5025.361328,2118.606689,NaN,NaN,NaN,14128.70296,NaN,3616.818685,NaN,14.91097428,14.91014123,5.46834E-05,9.29656E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39917.1,5909.659668,20062.98047,16413.46875,NaN,NaN,NaN,10681.24805,8915.416016,9573.022461,12696.74023,10124.51758,NaN,298891.2656,NaN,9723.228842,11410.62891,16.64615712,0.621341611,4.22908E-07,0.774548694,UCYN-A,Not significant,UCYN-A genome
BDA39920.1,133350.0781,356399.0313,406924.6875,94431.25,107328.9297,85565.89844,186533.625,143079.6563,159229.5313,22378.22852,20435.41992,40866.625,15861.62175,95775.35938,162947.6042,27893.42448,1.386109599,2.766035748,0.29674668,0.047441255,Not significant,UCYN-A,UCYN-A genome
BDA39921.1,29463.85938,10354.64551,7766.360352,NaN,NaN,NaN,12860.46875,11689.80762,14012.37012,30376.89258,NaN,NaN,2417.622314,NaN,12854.2155,30376.89258,17.09577889,0.594457542,2.88105E-07,0.824015458,UCYN-A,Not significant,UCYN-A genome
BDA39923.1,2417.622314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1022.34906,NaN,NaN,NaN,12.98493339,0,0.076613894,1,Not significant,Not significant,UCYN-A genome
BDA39926.1,1250.001831,835.1611328,981.8842163,NaN,NaN,NaN,1144.619141,970.2667847,820.5981445,NaN,NaN,NaN,4739.327148,NaN,978.4946901,NaN,13.00865886,13.04940226,0.002597252,6.22366E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39927.1,4739.327148,NaN,NaN,NaN,NaN,NaN,2392.717529,3784.41626,2742.764648,3175.149414,NaN,NaN,12728.21842,NaN,2973.299479,3175.149414,13.95594736,1.728607061,0.04138908,0.544401037,UCYN-A,Not significant,UCYN-A genome
BDA39930.1,7126.771484,16201.46582,14856.41797,28004.18945,18883.70703,NaN,9482.581055,22762.61328,8961.004883,9607.883789,NaN,8069.656738,31023.33138,23443.94824,13735.39974,8838.770264,-0.439769074,1.404325985,0.836446206,0.517266555,Not significant,Not significant,UCYN-A genome
BDA39933.1,18173.52148,34506.90234,40389.57031,16178.76172,12864.10547,9938.900391,9581.694336,7579.919922,8954.852539,8043.831055,NaN,9174.975586,10700.51318,12993.92253,8705.488932,8609.403321,1.049122766,0.807893079,0.464105381,0.716105821,Not significant,Not significant,UCYN-A genome
BDA39935.1,5802.959473,14544.10938,11754.4707,NaN,NaN,NaN,4722.087402,5100.589844,5318.28125,4423.371094,NaN,NaN,11211.36003,NaN,5046.986165,4423.371094,16.2723363,2.023854622,7.78265E-07,0.477586934,UCYN-A,Not significant,UCYN-A genome
BDA39937.1,21266.23633,6590.625977,5777.217773,20871.84961,NaN,NaN,19568.27734,17789.13477,17074.21289,31552.69727,40221.37891,14474.46484,4258.498047,20871.84961,18143.875,28749.51367,0.888947772,-0.409644391,0.743439847,0.774818427,Not significant,Not significant,UCYN-A genome
BDA39938.1,5933.827148,2583.168945,NaN,NaN,32336.89063,NaN,727.8857422,3154.12207,1340.967529,NaN,NaN,NaN,7727.222656,32336.89063,1740.99178,NaN,-1.855767747,13.90652777,0.584192056,5.85008E-05,Not significant,UCYN-A,UCYN-A genome
BDA39939.1,7974.272461,8020.265625,7187.129883,5065.390137,4575.395508,2098.881104,42735.10938,38752.23828,33029.36328,NaN,11252.53516,13012.60352,76655.27604,3913.22225,38172.23698,12132.56934,0.890201381,2.459413136,0.584225655,0.238163613,Not significant,Not significant,UCYN-A genome
BDA39940.1,56150.70313,78669.17969,95145.94531,4972.579102,NaN,NaN,75064.60156,106495.6641,64282.70703,19751.21484,12092.57422,20351.88477,6432.657227,4972.579102,81947.65756,17398.55794,5.492700214,2.446717461,0.048992942,0.079659182,UCYN-A,Not significant,UCYN-A genome
BDA39947.1,7506.685059,5396.151367,6395.135254,NaN,NaN,NaN,2686.773193,1286.125854,5340.770996,NaN,NaN,NaN,32309.60633,NaN,3104.556681,NaN,15.65050563,14.83455396,3.70123E-06,1.91831E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA39951.1,3212.384521,61406.82813,NaN,NaN,NaN,NaN,NaN,3429.475342,2144.123535,NaN,NaN,NaN,1613.254883,NaN,2786.799439,NaN,17.30835949,14.06503042,0.000154138,0.002206079,UCYN-A,UCYN-A,UCYN-A genome
BDA39953.1,1613.254883,NaN,NaN,NaN,NaN,NaN,243.8874817,NaN,1104.104126,NaN,NaN,NaN,26282.94157,NaN,673.9958039,NaN,12.40140046,12.14178068,0.100960803,0.006082614,Not significant,UCYN-A,UCYN-A genome
BDA39954.1,5636.740723,17280.61914,55931.46484,NaN,NaN,NaN,9375.032227,10573.60449,9496.410156,NaN,NaN,NaN,2721570.333,NaN,9815.015624,NaN,17.41541741,16.40145342,1.83402E-07,9.06805E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA39955.1,1091527.25,3686336,3386847.75,590694.625,556396.875,570494.5,528466.375,518763.0313,550816.1875,227722.1563,398198.7188,314002.625,33436.55599,572528.6667,532681.8646,313307.8334,1.995825754,1.022187064,0.125464192,0.430088745,Not significant,Not significant,UCYN-A genome
BDA39958.1,12294.98828,39603.26172,48411.41797,14608.66016,9858.123047,6013.246582,3978.260986,3445.11792,4350.987305,12909.18359,12670.11719,47158.63281,1146.855591,10160.00993,3924.788737,24245.97786,1.477435236,-2.399990388,0.322564978,0.135085652,Not significant,Not significant,UCYN-A genome
BDA39960.1,1146.855591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,608.4880371,NaN,NaN,NaN,11.90920789,0,0.1134512,1,Not significant,Not significant,UCYN-A genome
BDA39965.1,901.3969116,NaN,315.5791626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11170.37288,NaN,NaN,NaN,11.83849867,0,0.035755523,1,UCYN-A,Not significant,UCYN-A genome
BDA39967.1,7824.971191,12509.51465,13176.63281,NaN,NaN,NaN,7199.261719,4954.050781,8794.643555,16012.46875,38004.46875,12588.07324,8161.248534,NaN,6982.652018,22201.67025,16.35450024,-1.36648002,6.64413E-07,0.374247893,UCYN-A,Not significant,UCYN-A genome
BDA39969.1,8768.009766,10208.8457,5506.890137,NaN,NaN,NaN,8547.514648,5932.39209,8075.737305,11644.03711,NaN,NaN,9817.180501,NaN,7518.548014,11644.03711,16.00455424,1.195992973,1.7888E-06,0.666271696,UCYN-A,Not significant,UCYN-A genome
BDA39970.1,8055.569824,11150.73535,10245.23633,14501.78027,NaN,10936.98926,13874.61523,11200.76367,9636.095703,11571.35156,41765.10547,11533.9375,4454.235392,12719.38477,11570.49153,21623.46484,0.082713745,-0.653466238,0.969045008,0.660274837,Not significant,Not significant,UCYN-A genome
BDA39972.1,9443.306641,2816.184082,1103.215454,NaN,NaN,NaN,35925.92969,44912.17188,8051.869141,NaN,NaN,NaN,5417.150879,NaN,29629.99024,NaN,15.31792345,17.89461626,2.46896E-05,1.25108E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA39973.1,5417.150879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2443.353027,NaN,NaN,NaN,43844.67709,NaN,2443.353027,NaN,14.14878908,13.07781872,0.035203396,0.029577072,UCYN-A,UCYN-A,UCYN-A genome
BDA39974.1,35524.63672,47681.97266,48327.42188,NaN,NaN,NaN,60747.78516,73181.28906,73001.28125,NaN,NaN,NaN,53857.39453,NaN,68976.78516,NaN,18.35225982,19.22898094,2.30934E-09,6.1236E-11,UCYN-A,UCYN-A,UCYN-A genome
BDA39976.1,67018.64063,51647.46875,42906.07422,48247.47656,41430.59375,11205.2334,106777.3438,67579.07813,104295.5469,18165.79492,23914.04883,23239.98633,37.54880142,33627.7679,92883.98961,21773.27669,0.646877058,2.347386801,0.643332113,0.088343604,Not significant,Not significant,UCYN-A genome
BDA39977.1;KC1-P2_N4_CL889Contig1_1,37.54880142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.74830627,NaN,NaN,NaN,5380.119792,NaN,91.74830627,NaN,6.98639844,8.346326498,0.228098704,0.069646638,Not significant,Not significant,UCYN-A genome
BDA39980.1,5208.911133,5637.774902,5293.67334,NaN,NaN,NaN,7635.140137,9995.580078,7952.178711,NaN,NaN,NaN,13050.85303,NaN,8527.632975,NaN,15.36146992,16.1970127,8.03871E-06,1.69308E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39981.1,5006.193848,15263.24414,18883.12109,NaN,NaN,NaN,4325.276367,3573.827637,3273.519531,NaN,NaN,NaN,4575.572347,NaN,3724.207845,NaN,16.5001431,14.98301131,5.65431E-07,7.06174E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA39982.1,4507.769531,2448.644775,6770.302734,4880.650391,NaN,NaN,11972.15234,6590.144043,6414.434082,6008.356445,6456.271484,8535.795898,4873.480408,4880.650391,8325.576822,7000.141276,1.475839739,0.43994498,0.603695387,0.789487016,Not significant,Not significant,UCYN-A genome
BDA39984.1,8633.282227,1113.678589,NaN,NaN,NaN,NaN,3045.195557,13507.05273,67914.17969,NaN,NaN,NaN,91340.37239,NaN,28155.47599,NaN,14.95198353,18.12340718,0.002264007,8.67427E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA39985.1,67088.79688,96984.55469,109947.7656,45224.09766,34529.16016,19615.17383,89603.26563,89173.21094,88102.07813,51933.75,51021.85938,56435.17188,9139.016114,33122.81055,88959.51823,53130.26042,1.3031945,0.98487714,0.338509057,0.449446609,Not significant,Not significant,UCYN-A genome
BDA39988.1,7242.618164,7447.838379,12726.5918,NaN,NaN,NaN,3451.304932,3104.234375,4212.114258,4428.362305,3170.751221,NaN,17705.26693,NaN,3589.217855,3799.556763,16.06246494,0.797237933,1.2066E-06,0.724825575,UCYN-A,Not significant,UCYN-A genome
BDA39989.1,17266.98242,16767.67383,19081.14453,NaN,NaN,NaN,18806.30273,22546.9668,22590.62109,NaN,NaN,NaN,753332.2083,NaN,21314.63021,NaN,17.07340204,17.53483113,1.34382E-07,3.41603E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA39991.1,271915.25,950003,1038078.375,107902.5234,69485.17188,39010.64453,204570.5938,207482.6563,231995.9688,34013.69922,34014.83203,40368.49609,2182.660522,72132.77994,214683.073,36132.34245,3.153622637,2.824050352,0.027630408,0.042392469,UCYN-A,UCYN-A,UCYN-A genome
BDA39994.1,2277.334961,2342.930664,1927.715942,NaN,NaN,NaN,3182.502686,2602.093994,1947.024048,21021.01758,NaN,3100.643311,3840.964437,NaN,2577.206909,12060.83045,14.08031544,-1.451137061,0.000846335,0.531427626,UCYN-A,Not significant,UCYN-A genome
BDA39995.1,4199.567383,5046.149414,2277.176514,NaN,9504.916016,NaN,4818.3125,2794.355957,4919.28418,NaN,NaN,NaN,9882.949218,9504.916016,4177.317546,NaN,0.156194585,15.18583439,0.955728561,4.82578E-06,Not significant,UCYN-A,UCYN-A genome
BDA39996.1,12665.80469,12024.28027,4958.762695,NaN,NaN,NaN,14392.24219,14208.13379,17518.31836,NaN,NaN,NaN,4717.616638,NaN,15372.89811,NaN,16.32653402,17.07065543,9.90225E-07,2.18211E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA39998.1,1141.273315,NaN,8293.959961,NaN,NaN,NaN,6598.442871,4862.034668,6960.242676,NaN,NaN,NaN,12208.24105,NaN,6140.240072,NaN,14.33199588,15.73971229,0.006339063,2.86372E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA40000.1,7298.002441,8766.175781,20560.54492,NaN,NaN,NaN,21967.00977,23788.72852,4043.769531,NaN,NaN,NaN,2555.042135,NaN,16599.83594,NaN,16.42093335,17.04959008,5.88787E-07,4.22947E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA40001.1,2606.706055,672.6937866,4385.726563,NaN,NaN,NaN,7351.016602,838.1841431,3016.481934,345.5513916,NaN,NaN,42305.03255,NaN,3735.22756,345.5513916,14.23499044,5.187598906,0.000691909,0.096576874,UCYN-A,Not significant,UCYN-A genome
BDA40002.1,53057.58594,45796.41797,28061.09375,NaN,NaN,NaN,74260.89063,63715.28906,63997.75,NaN,NaN,NaN,12137.92611,NaN,67324.64323,NaN,18.40762651,19.17068471,2.57002E-09,3.97653E-11,UCYN-A,UCYN-A,UCYN-A genome
BDA40003.1,17176.49219,10914.39453,8322.891602,18654.57617,14223.21094,19294.72852,37054.84766,32348.53516,24330.64063,16872.46094,18512.28125,23695.62305,3966.652466,17390.83854,31244.67448,19693.45508,-0.55964563,0.869261528,0.710843018,0.533628567,Not significant,Not significant,UCYN-A genome
BDA40004.1,8205.758789,2488.765869,1205.432739,NaN,NaN,NaN,3248.90332,2782.930908,3537.438965,5437.479492,NaN,6226.975586,1128.628784,NaN,3189.757731,5832.227539,15.13955782,-0.065210304,4.15658E-05,0.976990258,UCYN-A,Not significant,UCYN-A genome
BDA40006.1,1128.628784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12149.31559,NaN,NaN,NaN,11.88610112,0,0.115812959,1,Not significant,Not significant,UCYN-A genome
BDA40009.1,3586.966309,17922.08203,14938.89844,15990.80957,10980.37598,8883.249023,5315.966309,5300.483887,6700.989746,13117.08887,NaN,NaN,32999.16862,11951.47819,5772.479981,13117.08887,-0.221154086,0.663160197,0.886962861,0.810967514,Not significant,Not significant,UCYN-A genome
BDA40021.1,30420.93164,35793.46484,32783.10938,21408.74023,17701.08789,10367.80469,7502.617188,9678.921875,10786.64746,15421.94434,12270.39746,9035.071289,6387.556641,16492.54427,9322.728841,12242.47103,0.883970386,-0.114883629,0.53061025,0.941207622,Not significant,Not significant,UCYN-A genome
BDA40023.1,7323.056641,5452.056641,NaN,NaN,NaN,NaN,8945.070313,8030.437012,15996.03223,NaN,NaN,NaN,101047.7396,NaN,10990.51319,NaN,15.21402588,16.62966629,0.001161419,7.90396E-07,UCYN-A,UCYN-A,UCYN-A genome
BDA40026.1,144992.1094,75167.42969,82983.67969,11371.58691,NaN,NaN,64072.69141,69032.84375,69565.90625,NaN,5413.800293,NaN,84723.64584,11371.58691,67557.14714,5413.800293,4.845499127,5.550227888,0.080083254,0.047414437,Not significant,UCYN-A,UCYN-A genome
BDA40028.1,74050.27344,78711.61719,101409.0469,15687.42871,NaN,NaN,39029.63672,43622.59766,45268.98438,16315.7041,12581.22559,16070.0957,68605.07553,15687.42871,42640.40625,14989.00846,4.007225081,1.759169954,0.136576837,0.21325226,Not significant,Not significant,UCYN-A genome
BDA40029.1,121408.7344,44415.63672,39990.85547,5.231526852,4388.908203,NaN,101727.3125,93568.59375,101268.3594,10206.38867,6167.554688,23357.51367,1562371.25,2197.069865,98854.75522,13243.81901,5.531681057,3.118117013,0.0308101,0.031726993,UCYN-A,UCYN-A,UCYN-A genome
BDA40030.1,2999630.25,958466.3125,729017.1875,63495.77734,45054.90625,24994.91016,432529.4063,564966.125,580353.75,165529.25,80196.52344,65484.75391,689480.0313,44515.19792,525949.7604,103736.8425,5.220122318,2.609144705,0.001073164,0.055793516,UCYN-A,Not significant,UCYN-A genome
BDA40031.1,1335233.125,409401.875,323805.0938,51261.99609,43441.01563,31819.58008,772622.5,793209.25,641618.875,161104.25,123880.7734,100691.3828,2754521,42174.19727,735816.875,128558.8021,4.101582507,2.747188872,0.007639219,0.044097104,UCYN-A,UCYN-A,UCYN-A genome
BDA40032.1,2795071.75,2737840.25,2730651,167983.3906,176260.875,117621.3906,3098241.5,3683676.5,2978977,94798.6875,124729.3281,93787.53125,17549.71191,153955.2187,3253631.667,104438.5156,4.043286097,5.205137123,0.004061928,0.000548313,UCYN-A,UCYN-A,UCYN-A genome
BDA40033.1,23049.7793,10654.20996,18945.14648,NaN,NaN,NaN,21126.95313,19971.33789,21288.26758,NaN,NaN,NaN,82484.41797,NaN,20795.51953,NaN,17.11492707,17.48880733,1.44802E-07,5.05763E-08,UCYN-A,UCYN-A,UCYN-A genome
BDA40034.1,30106.84375,38484.66016,178861.75,NaN,NaN,NaN,23649.42578,23040.14844,25969.30469,132152.2344,NaN,NaN,29796.41732,NaN,24219.6263,132152.2344,19.09021657,-0.613852105,2.23228E-10,0.810470877,UCYN-A,Not significant,UCYN-A genome
BDA40035.1,32954.42578,26245.96484,30188.86133,568.1342163,1034.31604,3831.455566,4526.289063,3916.111572,4574.360352,5796.114746,3075.847656,2015.315674,645.2729238,1811.301941,4338.920329,3629.092692,3.853455933,0.51236255,0.027614699,0.76411406,UCYN-A,Not significant,UCYN-A genome
BDA40036.1,1202.001953,85.52433777,648.2924805,0.701201797,NaN,NaN,799.1048584,1438.488892,786.7810059,NaN,NaN,NaN,75448.67188,0.701201797,1008.124919,NaN,10.9205436,13.10253005,0.010762813,6.82633E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA40037.1,68809.58594,68888.10156,88648.32813,54005.02344,19085.35938,16421.50195,25219.42969,23531.90039,25902.35547,47466.49609,54142.42969,68326.27344,34718.10938,29837.29492,24884.56185,56645.06641,1.240184402,-0.942469554,0.369977629,0.487528207,Not significant,Not significant,UCYN-A genome
BDA40038.1,33914.36719,33642.25,36597.71094,49071.63672,NaN,51503.98828,19650.61133,26222.94727,26286.22461,10794.64648,NaN,NaN,9801.498212,50287.8125,24053.26107,10794.64648,-0.075337253,2.999632296,0.969787414,0.269108282,Not significant,Not significant,UCYN-A genome
BDA40039.1,5292.973145,11993.79395,12117.72754,NaN,NaN,NaN,1683.864746,1794.336548,2860.077881,NaN,NaN,NaN,244647.1511,NaN,2112.759725,NaN,16.13338622,14.23937104,9.85125E-07,3.82242E-05,UCYN-A,UCYN-A,UCYN-A genome
BDA40040.1,139765.1094,301128.625,293047.7188,878211,614498.4375,689589.3125,24184.7207,27634.31445,42365.90625,411261.2813,587816.4375,522778.9375,20561.34961,727432.9167,31394.98047,507285.5521,-1.779141046,-3.713257627,0.174866894,0.009077447,Not significant,Whole culture,UCYN-A genome
BDA40043.1,21650.13086,26909.95508,13123.96289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3715.539551,NaN,NaN,NaN,17.33711694,0,9.90886E-08,1,UCYN-A,Not significant,UCYN-A genome
BDA40044.1,3715.539551,NaN,NaN,NaN,NaN,NaN,512.2144775,NaN,NaN,NaN,NaN,NaN,379.941536,NaN,512.2144775,NaN,13.60485963,10.32827285,0.053977478,0.041115777,Not significant,UCYN-A,UCYN-A genome
BDA40046.1,156.2566681,603.6264038,NaN,NaN,NaN,NaN,212.9697113,NaN,253.6584167,NaN,NaN,NaN,3773.280029,NaN,233.314064,NaN,10.97618238,10.48429415,0.048408969,0.009243209,UCYN-A,UCYN-A,UCYN-A genome
BDA40050.1,6816.914063,3359.906494,1143.019531,NaN,NaN,NaN,4419.479492,5646.291504,5906.754395,NaN,NaN,NaN,21364.22852,NaN,5324.17513,NaN,15.03027595,15.54200295,4.79809E-05,4.14238E-06,UCYN-A,UCYN-A,UCYN-A genome
BDA40051.1,25422.52734,18509.3418,20160.81641,22836.68359,56570.34766,25188.31836,26163.21875,23217.91602,25228.83984,40966.37891,45270.60547,39616.88281,2050918.792,34865.11654,24869.99154,41951.28906,-0.818674453,-0.506724037,0.558163552,0.708891934,Not significant,Not significant,UCYN-A genome
BDA40052.1,1073208.875,2488195.5,2591352,580615.625,276043.875,278309.4375,8235896.5,4954425,2756710.75,1651705.875,3321294.5,1518536.5,116.9263535,378322.9792,5315677.417,2163845.625,2.243881745,1.474791525,0.086698291,0.256808392,Not significant,Not significant,UCYN-A genome
BDA40054.1,116.9263535,NaN,NaN,NaN,NaN,NaN,670.4616699,520.9277954,598.7076416,NaN,NaN,NaN,164896.9505,NaN,596.6990356,NaN,8.618186896,12.35854359,0.192052775,0.000117515,Not significant,UCYN-A,UCYN-A genome
BDA40059.1,77839.78906,205578.875,211272.1875,87502.46875,52797.69141,68106.75,142949.3281,129174.0391,125845.9609,64681.97266,69446.23438,81269.23438,4420.749796,69468.97005,132656.4427,71799.14714,1.017949532,1.117363924,0.445045614,0.391533842,Not significant,Not significant,UCYN-A genome
BDA40060.1,10600.05078,1563.559448,1098.63916,3930.828369,NaN,NaN,4525.14502,5359.61377,4614.586426,2412.650146,7850.60498,2447.313965,7498.963379,3930.828369,4833.115072,4236.856364,2.043592477,0.462884426,0.484995941,0.786876664,Not significant,Not significant,UCYN-A genome
